PMID	PubDate
11876277	2002 Mar
11869084	2002 Mar
11869082	2002 Mar
11869078	2002 Mar
11869073	2002 Feb
11869070	2002 Feb
11795986	2001 Nov
11824951	2002 Jan
11823537	2002 Feb 15
11791641	2001 Nov-Dec
11780722	2001 Sep
11732032	2001 Dec
11680691	2001
11680688	2001
11680676	2001
11680673	2001
11678296	2001 Sep
11603728	2001 Oct
11562124	2001 Sep
11557363	2001 Sep
11531396	2001 Sep
11520169	2001 Aug
11508433	2001 Aug
11495195	2001 May
11467895	2001 Jul
11465142	2000 Dec
11461663	2001 Jun
11453476	2001 Jul
11406617	2001 Oct 5
11399103	2001 May
11399099	2001 May
11398866	2001 May
11398850	2001 May
11355886	2001 May 25
11341433	2001 Apr
11334975	2001 Jun 1
11325536	2001 May 3
11317676	2001
11314520	2000 Aug
11300749	2001 Apr
11300748	2001 Apr
11300744	2001 Apr
11300742	2001 Apr
11292039	2001 Mar-Apr
11288094	2001 Jun 15
11243562	2001 Jan
11237666	2001 Feb
11211982	2000
11192249	2000 Nov
11178949	2001 Jan
11178948	2001 Jan
11160347	2001 Feb 15
11127660	2000 Dec
11086095	2000 Dec 1
11083281	2000 Nov
11069731	2000 Nov
11003576	2000 Oct
10984135	2000
10966842	2000 Sep
10966841	2000 Sep
10936503	2000 Aug 11
10914857	2000 Jul
10899715	2000
10871041	2000 Jun 1
10867027	2000 Jun 30
10861084	2000 Jul 1
10806047	2000 May
10792965	2000 May
10738690	2000 Mar-Apr
10724258	2000 Mar
10689873	1999 Nov
10661385	2000 Jan
10648013	2000 Jan
10632453	1999 Nov
10623638	2000 Jan 7
10607499	2000 Jan
10558852	1999 Nov
10557197	1998 Sep
10544954	1999 Sep
10544844	1999 Sep-Oct
10524683	1999 Oct
10521613	1999 Jun
10503932	1999
10489323	1999 Sep
10452831	1998
10443472	1999 Jul
10419781	1999 Jul
10415782	1999 Jun 30
10412452	1998 Dec
10374025	1999 Jan
10367688	1999 Jan-Feb
10367020	1999 Jan
10343773	1998 Nov
10342332	1999 May
10334506	1999 Apr 16
10329329	1999 May
10233854	1999 Apr
10222217	1999 Mar
10197169	1998 Sep
10090178	1999 Mar
10025914	1999 Feb
9972974	1999 Feb
9876398	1998 Jul
9858423	1998 Dec
9852107	1998 Dec 18
9802549	1998 Sep
9786430	1998 Sep
9779827	1998 Nov 1
9743813	1998 May
9733465	1998 Sep
9692069	1998 Mar
9682784	1998 May
9678053	1998 Jul
9663485	1998 Jul
9632335	1998 Jun
9616439	1998 Jan
9616434	1998 Jan
9616433	1998 Jan
9512498	1998 Apr 1
9581258	1998
9570218	1998 May-Jun
9556743	1998 Apr
9551411	1998 Apr
9480869	1998 Mar 1
9519795	1998
9514210	1998 Mar
9510855	1998 Mar
9500621	1998 Feb 27
9497942	1997 Sep
9497941	1997 Sep
9496714	1998
9420595	1997 Sep
9397262	1997 Nov-Dec
9297550	1997 Aug
9404472	1997 Jul
9404470	1997 Jul
9404468	1997 Jul
9255109	1997 Jul
11415729	1997 Jun
9271160	1997 Jun
9228535	1997 Jun
9195525	1997 Jun
9189739	1997 May
9181480	1997 May
9167621	1997 Mar
9135825	1997 Mar
9068283	1997 Feb
9408281	1997
9117169	1997 Jan
8921246	1996 Oct
8895216	1996 Sep
8893759	1996 Sep
8765389	1996 Aug
8866331	1996 Jul
8670336	1996 Jul
8806112	1996 Jun
8806111	1996 Jun
8648258	1996 Jun
11415608	1996 Apr
8630101	1996 Apr
11859385	1996 Feb
8748533	1995 Nov
8748521	1995 Nov
8596153	1995 Nov
8583053	1995 Nov
8544020	1995 Nov
8991991	1995 Oct
8581744	1995 Sep
7575726	1995 Sep
8548356	1995 Aug
7791127	1995 Jun
7677594	1995 Jun
7748223	1995 May
7722724	1995 May
7634643	1995 May
7772639	1995 Apr
7604535	1995 Mar
7848310	1995 Feb
7818555	1995 Jan 5
19877898	1995 Winter
7853094	1995 Jan
7586003	1995 Jan
7488982	1995 Spring
11550715	1994 Dec
11550710	1994 Dec
7850677	1994 Dec
7699637	1994 Dec
7863819	1994 Nov
7531256	1994 Oct
7529315	1994 Sep
8053958	1994 Aug
8207585	1994 May
8048323	1994 Apr
11548222	1994 Mar
8129797	1994 Mar
8166906	1994 Feb
8119031	1994 Feb
23916076	1994 Jan
8118990	1994 Jan
8240430	1993 Nov
15449512	1993 Oct
15449511	1993 Oct
8410449	1993 Oct
8403540	1993 Oct
8118900	1993 Oct
8410881	1993 Aug
8230023	1993 Aug
15449426	1993 Jul
15449425	1993 Jul
8504610	1993 Jun
8336311	1993 May
8472427	1993 Apr
8472426	1993 Apr
8436117	1993 Feb 1
8503095	1993
8273555	1993
8229383	1993
1447320	1992 Dec
1426052	1992 Nov
1455459	1992 Oct
1441931	1992 Oct
1401080	1992 Oct
27743046	1992 Jun
1406451	1992 Jun
1592211	1992 May
1586241	1992 Apr
1727936	1992 Jan
1593922	1992
1588803	1992
1576427	1992 Jan
1540032	1992 Jan
1532481	1992 Jan-Feb
1428305	1992
1747946	1991 Dec
1918955	1991 Oct 1
1659645	1991 Oct
1665295	1991 Sep
1665294	1991 Sep
1932367	1991 Aug
1949917	1991 Jun
1949913	1991 Jun
2025305	1991 May
2010837	1991 May
2003855	1991 Mar
2027138	1991 Feb
2027137	1991 Feb
2023213	1991 Feb
1851228	1991 Feb
2069926	1991
2000502	1991
1947669	1991
1771397	1991
1723575	1991
1670072	1991
2176623	1990 Dec 17
2246557	1990 Dec
2100375	1990 Dec
2225634	1990 Nov
2150740	1990 Nov
2208864	1990 Oct
2355297	1990 Jul
2338498	1990 May 8
2104218	1990 Mar
2317121	1990 Feb
2305220	1990
2529859	1989 Oct
2778766	1989 Jun
2735969	1989 Jun
2751098	1989 May 1
2596380	1989
2508305	1989
2507757	1989
3147827	1988 Oct-Dec
3148407	1988 Sep
2452552	1988 Apr
3348826	1988 Feb
3338218	1988 Feb
3372097	1988
3368750	1988
3238356	1988
3233039	1988
3688008	1987 Nov 20
3665251	1987 Nov
2829908	1987 Nov
2828615	1987 Oct
3608308	1987 Aug
3581578	1987 Jun
3040324	1987 Jun
3625671	1987 May
3625665	1987 May
3625662	1987 May
3625661	1987 May
3305935	1987 May
3114487	1987 May
3598999	1987 Apr
3566827	1987 Mar
3492984	1987 Feb
3625362	1987
3497901	1987
3317796	1987
3038223	1987 Spring
3780104	1986 Dec
3536251	1986 Dec
2430748	1986 Dec
3102376	1986 Nov
3788502	1986 Aug
3769240	1986 Jul-Sep
2427091	1986 Jul
3735271	1986 Jun
3708985	1986 May
2422209	1986 May
3709915	1986 Apr
3522898	1986 Apr
3007526	1986 Apr
3701731	1986 Feb
3083854	1986 Feb
3941138	1986 Jan
3553761	1986-1987 Jan
3484623	1986 Jan
3097286	1986
3894795	1985 Aug
4004971	1985 Jun
4066725	1985 May-Jun
2579224	1985 Mar
4096321	1985
4096320	1985
4096319	1985
4001876	1985
3161266	1985
2987465	1985
6524981	1984 Dec
6439003	1984 Oct
6701529	1984 Mar 30
6592754	1984
6547540	1984
6436458	1984
6242460	1984
6242443	1984
6238825	1984
6083987	1984
6663591	1983 Dec
6639696	1983 Nov
6688529	1983 Sep
6603852	1983 Aug
6688183	1983 Jul
6859071	1983 Jun 14
6632992	1983 Jun
6191591	1983 May
6846012	1983 Apr
6658397	1983
6638904	1983
6623010	1983
7140079	1982 Nov-Dec
7105551	1982 Aug
7090758	1982 Jun
7108320	1982 May
7136561	1982 Apr
7082741	1982 Apr
7072836	1982 Apr
7097689	1982 Mar-Apr
7066180	1982 Feb
7064668	1982 Feb
7058292	1982 Feb
7116952	1982
7086778	1982 Jan-Feb
7084274	1982
7332379	1981 Dec
6271450	1981 Dec
7340843	1981 Nov 15
7295332	1981 Aug 1
7014063	1981 May
7226619	1981 Mar-Apr
7217169	1981 Mar
7211310	1981 Feb
7295003	1981
7458431	1980 Dec
7449226	1980 Nov-Dec
7449224	1980 Nov-Dec
7468218	1980 Sep
6931885	1980 Sep
7371310	1980 Mar-Apr
6154558	1980 Mar-Apr
6245866	1980 Feb
7455620	1980
7354466	1980 Jan-Feb
582870	1979 Aug
477081	1979 May
380514	1979 Apr 30
425826	1979 Feb
425824	1979 Feb
420707	1979 Feb
758919	1979 Jan
216227	1978 Dec
696272	1978 Aug
564192	1978 Jan-Feb
401258	1978
608292	1977 Nov-Dec
880770	1977 Jun
324481	1977 Apr
868495	1977
596139	1977
981706	1976 Nov
998193	1976 Oct
985639	1976 Oct
976816	1976 Oct
938890	1976 Jul 3
988953	1976 Jun
181024	1976 May-Jun
941794	1976 Feb
173816	1976 Feb
172532	1975 Dec
1163951	1975 Aug
1080067	1975 Jul 26
239424	1975 Jul 17
166095	1975 Jun
1123393	1975 Apr
1124956	1975 Feb
1132180	1975
4133718	1974 May 25
4133061	1974 May-Jun
4480417	1974 Mar
4413380	1974
4130143	1974 Jan
4804991	1973 Dec
4710840	1973 May
4708019	1973 May-Jun
4349712	1973 Apr
4121831	1973 Apr
4736768	1973 Mar-Apr
4806072	1973
4693868	1973 Jan
4589104	1973
4562192	1972 Sep
5047793	1972 Jul-Aug
5047791	1972 Jul-Aug
4260317	1972 May 26
5121721	1971 Oct
5002457	1971 Oct
5562380	1971 Aug
4104147	1971 Jul
4997575	1971 Jun
5575973	1971 May 15
5578227	1971 May
4329632	1971
4991677	1970 Dec
4101094	1970 Nov
5433599	1970 Aug
5452318	1970 Jun
5425638	1970 Apr
4188339	1970 Jan 3
5507896	1970
5464072	1970
5427954	1970
5820782	1969 Aug
5360889	1969 Jun
5770582	1969 May
4302621	1968 Dec
5723015	1968 Nov
5721108	1968
4168366	1967 Dec 1
4864284	1967 Oct
4224976	1966 Jun
5326438	1966 Mar
5319436	1965 Oct 15
13918543	1962 Apr
13773897	1960 Nov 1
