PMID,row_type,gene_gold,gene_LLM,gene_match,induction_gold,induction_LLM,induction_match,outcome_gold,outcome_LLM,outcome_match,species_gold,species_LLM,species_match
32377874,FN,mir-9,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
32377874,FN,mir-9,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Rat,MISSED,no
32377874,FP,NONE,miR-9-5p,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
32377874,FP,NONE,SDC1,no,NONE,Surgical,no,NONE,Increased,no,NONE,Rats,no
32431699,FN,IL17A,MISSED,no,MIA,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
32431699,FN,IL1RN,MISSED,no,MIA,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
32431699,FP,NONE,IL17,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Mice,no
32431699,FP,NONE,IL1Ra,no,NONE,Chemical,no,NONE,Increased,no,NONE,Mice,no
32499111,TP,SIRT1,Sirt1,yes,Ageing,Surgical,no,Detrimental,Increased,yes,Mouse,Mice,yes
32499111,TP,SIRT1,Sirt1,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
32550912,FN,RSK3,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
32584470,FN,mir-877,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
32616521,TP,CCN2,Ccn2,yes,Surgical,Mechanical,no,No effect,No Change,yes,Mouse,Mice,yes
32616521,TP,CCN2,Ccn2,yes,Surgical,Mechanical,no,No effect,No Change,yes,Mouse,Mice,yes
32626917,TP,mir-1,miR-1,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
32693649,TP,mir-29b,miR-29b,yes,Surgical,Mechanical,no,Detrimental,Increased,yes,Mouse,Mice,yes
32693649,TP,mir-29b,miR-29b,yes,Surgical,Mechanical,no,Protective,Decreased,yes,Mouse,Mice,yes
32818603,TP,EXT1,Ext1,yes,Ageing,Not stated,abstain,No effect,Not stated,abstain,Mouse,Mice,yes
32818603,FP,NONE,BMP signaling,no,NONE,Not stated,no,NONE,Not stated,no,NONE,Mice,no
32858189,FN,EDN1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
32858189,FN,EDNRA,MISSED,no,Surgical,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
32858189,FN,EDNRB,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
32858189,FP,NONE,ET-1,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
32858189,FP,NONE,ET<sub>B</sub>R,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
32895234,FN,RIPK3,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
32895234,FN,RIPK3,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
32895234,TP,TRIM24,Trim24,yes,Ageing,Surgical,no,Detrimental,Increased,yes,Mouse,Mice,yes
32895234,FP,NONE,Rip3,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
32895234,FP,NONE,Rip3,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
32926854,FN,HDAC6,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
32938794,TP,ROR2,ROR2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
32940061,TP,EPAS1,Epas1,yes,Surgical,Surgical,yes,No effect,No Change,yes,Mouse,Mice,yes
33109602,TP,mir-141/200c,miR-141/200c,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
33109602,TP,mir-141/200c,miR-141/200c,yes,Ageing,Surgical,no,Protective,Decreased,yes,Mouse,Mice,yes
33109602,TP,mir-141/200c,miR-141/200c,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
33109602,TP,mir-141/200c,miR-141/200c,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
33133598,FN,IL1RL1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
33133598,FN,IL33,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
33133598,FN,IL33,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
33133598,FN,IL33,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
33133598,FN,IL33,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
33133598,FN,IL33,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
33133598,FP,NONE,IL-33,no,NONE,Not stated,no,NONE,Decreased,no,NONE,Mice,no
33133598,FP,NONE,IL-33,no,NONE,Not stated,no,NONE,Decreased,no,NONE,Mice,no
33133598,FP,NONE,IL-33,no,NONE,Not stated,no,NONE,Decreased,no,NONE,Mice,no
33133598,FP,NONE,ST2,no,NONE,Not stated,no,NONE,Decreased,no,NONE,Mice,no
33361529,FN,PTGDS,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
33361529,FP,NONE,L-PGDS,no,NONE,Spontaneous,no,NONE,Increased,no,NONE,Mice,no
33392201,FN,ITGAM,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
33392201,FP,NONE,CD11b,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
33441426,TP,EGFR,EGFR,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
33441426,FN,HBEGF,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
33441426,FN,TGFA,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
33485930,FN,SLPI,MISSED,no,Surgical,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
33781898,FN,TARDBP,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
33781898,FP,NONE,TDP-43,no,NONE,Not stated,no,NONE,Decreased,no,NONE,Not stated,no
33827816,FN,PLA2G2A,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
33827816,FN,PLA2G2A,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
34039624,FN,circPde4b,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
34039624,FN,RIC8A,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
34102226,FN,mir-892b,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
34136574,FN,CXCL12,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
34176242,FN,FSHB,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
34383111,FN,NRG4,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
34463587,FN,TNFAIP3,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
34466014,FN,NFE2L2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
34466014,FP,NONE,Nrf2,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
34506942,TP,CAMKK2,CaMKK2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
34506942,TP,CAMKK2,CaMKK2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
34706873,TP,METTL3,METTL3,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
34777685,TP,NLRP3,NLRP3,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Mice,yes
34826631,FN,ADORA3,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
34829531,FN,CYBB,MISSED,no,Protease,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
34829531,FP,NONE,Nox2,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Mice,no
34982732,FN,SPP1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
34982732,FN,SPP1,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
34987154,FN,ACOT12,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
34987154,FN,PPARG,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
35061535,FN,SEL1L,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
35061535,FN,SEL1L,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
35095883,TP,ADRB2,Adrb2,yes,Surgical,Surgical,yes,Detrimental,No Change,no,Mouse,Mice,yes
35145063,FN,IKBKB,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
35148687,FN,mir-18a,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
35608871,FN,SLC2A1,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
35608871,FN,SLC2A1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
35608871,FN,SLC2A1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
35608871,FP,NONE,Glut1,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
35608871,FP,NONE,Glut1,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
35608871,FP,NONE,Glut1,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
35689396,TP,ALPK1,ALPK1,yes,MIA,Chemical,yes,Protective,Decreased,yes,Mouse,Mice,yes
35689396,TP,ALPK1,ALPK1,yes,MIA,Chemical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
36026443,TP,LIN28A,Lin28a,yes,Surgical,Not stated,abstain,Detrimental,Increased,yes,Mouse,Mice,yes
36026443,TP,LIN28A,Lin28a,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Mice,yes
36261443,TP,RUNX2,Runx2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
36261443,TP,RUNX2,Runx2,yes,Surgical,Surgical,yes,Detrimental,Decreased,no,Mouse,Mice,yes
36261443,TP,RUNX3,Runx3,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
36261443,TP,RUNX3,Runx3,yes,Ageing,Surgical,no,No effect,Increased,no,Mouse,Mice,yes
36530063,FN,IKBKE,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
36530063,FP,NONE,IKKε,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
36753544,FN,DDAH1,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
36753544,FN,DDAH1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
36753544,FN,DDAH1,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
37144868,FN,APOE,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
37144868,FN,AXL,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
37144868,FP,NONE,GAS6,no,NONE,Metabolic,no,NONE,Decreased,no,NONE,Mice,no
37344157,FN,FOS,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
37344157,FP,NONE,c-Fos,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
37344157,FP,NONE,Pdk,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
37422640,TP,PIM1,PIM1,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
37462629,TP,GZMA,gzmA,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
37462629,FN,PRF1,MISSED,no,Surgical,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
37462629,FP,NONE,perf,no,NONE,Surgical,no,NONE,No Change,no,NONE,Mice,no
37542771,TP,PTX3,PTX3,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
37648149,TP,KLF15,KLF15,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
37681413,FN,HDAC1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
38036734,TP,IGSF11,IgSF11,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
38389178,FN,OGT,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
38609896,FN,FTH1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
